ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Body Material,Energy,Flyer,Head,Left Arm,Right Arm
245,Unibot #245,1,4283.1025720986745,8,Buenos Aires,Washing Machine,Silver,Solar,Yes,Nighthawk,A017,A017
305,Unibot #305,1,4283.1025720986745,8,Buenos Aires,Safe,Silver,Solar,Yes,Rabbit,A018,A018
51,Unibot #51,3,4278.9773195734215,8,Babylon,Modded Car Jack,Silver,Solar,Yes,It is on Fire,A015,A015
1001,Unibot #1001,4,4278.391469099479,8,Granada,Modded Tray,Silver,Biodiesel,Yes,Plant,A019,A019
20,Unibot #20,5,4278.143200430968,8,Sahara,Octopus,Silver,Hydraulic,Yes,Wired,A016,A016
15,Unibot #15,6,4273.673423469527,8,Florence,Tray,Silver,Solar,Yes,Booze,A012,A012
246,Unibot #246,7,402.25017949816475,8,Mexico City,Synthetic Heart,Gold,Hydraulic,No,Electric Rocket,A004,A004
65,Unibot #65,8,399.8184439646034,8,Mexico City,Armor 01,Gold,Hydraulic,No,Electric Rocket,A005,A005
657,Unibot #657,9,394.04800460863447,8,Mexico City,Armor 04,Gold,Hydraulic,No,Jaw,A010,A010
233,Unibot #233,10,317.7578776156793,8,Hangzhou,Armor 04,Gold,Hydraulic,No,Electric Rocket,A008,A008
34,Unibot #34,11,317.3129046088039,8,Hangzhou,Satellite,Gold,Hydraulic,No,IG-11,A004,A004
171,Unibot #171,12,311.07149667212656,8,Hangzhou,Satellite,Gold,Hydraulic,No,Jaw,A010,A010
745,Unibot #745,13,308.77622535429714,8,Hangzhou,Armor 02,Gold,Hydraulic,No,Jaw,A010,A010
678,Unibot #678,14,93.55737100755366,8,Yucatan,Armor 02,Silver,Solar,No,Chappie,A003,A003
668,Unibot #668,15,92.71352584785974,8,Buenos Aires,Candy Machine,Silver,Solar,No,Open Helmet,A003,A003
654,Unibot #654,16,91.68896805394567,8,New York City,Synthetic Heart,Silver,Geothermal,No,Chappie,A003,A003
660,Unibot #660,17,91.59847565871644,8,New York City,Satellite,Silver,Solar,No,Chappie,A003,A003
257,Unibot #257,18,90.57372657670909,8,Carthage,Drying machine,Silver,Biodiesel,No,Chappie,A003,A003
863,Unibot #863,19,90.19523516383121,8,Buenos Aires,Car Jack,Silver,Hydraulic,No,Chappie,A009,A009
46,Unibot #46,20,89.70225380783356,8,Paris,Candy Machine,Silver,Hydraulic,No,Chappie,A003,A003
36,Unibot #36,21,87.99579039826801,8,Yucatan,Synthetic Heart,Silver,Geothermal,No,Fancy Chappie,A003,A003
484,Unibot #484,22,87.31359617538119,8,New Mexico,Suit,Silver,Solar,No,Fish Tank,A003,A003
652,Unibot #652,23,87.29581131505095,8,Yucatan,Suit,Silver,Solar,No,Chappie,A009,A009
186,Unibot #186,24,87.28837316915174,8,Yucatan,Drying machine,Silver,Solar,No,Bee,A003,A003
773,Unibot #773,25,87.1713895360941,8,Buenos Aires,Armor 01,Silver,Hydraulic,No,Bee,A003,A003
320,Unibot #320,26,87.05073457577356,8,Paris,Suit,Silver,Biodiesel,No,Open Helmet,A003,A003
194,Unibot #194,27,86.70876701815953,8,Yucatan,Car Jack,Silver,Geothermal,No,Open Helmet,A007,A007
154,Unibot #154,28,86.69322770698118,8,Buenos Aires,Armor 01,Silver,Geothermal,No,Googles,A003,A003
763,Unibot #763,29,86.5162624836539,8,New Mexico,Synthetic Heart,Silver,Geothermal,No,Fish Tank,A003,A003
820,Unibot #820,30,86.41742062679184,8,Babylon,Suit,Silver,Solar,No,Drone,A003,A003
439,Unibot #439,31,86.32911776484463,8,New Mexico,Mustang Engine,Silver,Solar,No,Fancy Chappie,A003,A003
726,Unibot #726,32,86.12902001068429,8,Babylon,Candy Machine,Silver,Solar,No,Screen,A003,A003
359,Unibot #359,33,86.04678142233773,8,New Mexico,Armor 04,Silver,Hydraulic,No,Open Helmet,A003,A003
220,Unibot #220,34,86.03980450165713,8,Buenos Aires,Armor 04,Silver,Geothermal,No,Bee,A003,A003
845,Unibot #845,35,85.95015267254308,8,New York City,Drying machine,Silver,Hydraulic,No,Chappie,A007,A007
1,Unibot #1,36,85.90000596882334,8,New Mexico,Drying machine,Silver,Solar,No,Fancy Chappie,A003,A003
538,Unibot #538,37,85.30097511817493,8,Athens,Suit,Silver,Geothermal,No,Electric Rocket,A003,A003
476,Unibot #476,38,85.23202433463626,8,Yucatan,Drying machine,Silver,Hydraulic,No,Drone,A001,A001
270,Unibot #270,39,84.72908648944977,8,New Mexico,Mustang Engine,Silver,Solar,No,Open Helmet,A001,A001
510,Unibot #510,40,84.68038846280794,8,Babylon,Armor 02,Silver,Geothermal,No,Queen Bee,A003,A003
843,Unibot #843,41,84.28828458126793,8,Buenos Aires,Car Jack,Silver,Hydraulic,No,Chappie,A005,A005
366,Unibot #366,42,84.25218113523106,8,Florence,Mustang Engine,Silver,Wind,No,Chappie,A007,A007
875,Unibot #875,43,84.1991335487595,8,Sahara,Armor 01,Silver,Wind,No,Chappie,A009,A009
2,Unibot #2,44,84.10432966377962,8,Athens,Drying machine,Silver,Solar,No,Chappie,A009,A009
557,Unibot #557,45,83.93574155071917,8,Carthage,Car Jack,Silver,Wind,No,Chappie,A007,A007
491,Unibot #491,46,83.89499693051793,8,New Mexico,Drying machine,Silver,Wind,No,Screen,A001,A001
146,Unibot #146,47,83.84740377144264,8,Yucatan,Drying machine,Silver,Solar,No,Electric Rocket,A001,A001
147,Unibot #147,48,83.60065354918218,8,Buenos Aires,Armor 02,Silver,Hydraulic,No,Brain Capsule,A003,A003
772,Unibot #772,49,83.47420917621245,8,Caracas,Satellite,Silver,Hydraulic,No,Open Helmet,A003,A003
76,Unibot #76,50,83.45381462243131,8,Buenos Aires,Satellite,Gold,Solar,No,Brain Capsule,A002,A002
584,Unibot #584,51,83.35218008908568,8,Athens,Synthetic Heart,Silver,Hydraulic,No,Fancy Chappie,A003,A003
791,Unibot #791,52,83.28743070883426,8,New York City,Drying machine,Silver,Solar,No,Broken Screen,A003,A003
608,Unibot #608,53,83.12541072588363,8,Carthage,Car Jack,Silver,Hydraulic,No,Screen,A003,A003
0,Unibot #0,54,83.11689018583932,8,New York City,Car Jack,Silver,Hydraulic,No,Fish Tank,A001,A001
42,Unibot #42,55,83.09080356626217,8,Edo,Suit,Silver,Geothermal,No,Screen,A003,A003
837,Unibot #837,56,82.99022630444118,8,Yucatan,Armor 01,Silver,Geothermal,No,Lighbulb,A001,A001
164,Unibot #164,57,82.9601001765448,8,Hong Kong,Candy Machine,Silver,Geothermal,No,Lighbulb,A003,A003
172,Unibot #172,58,82.92690136145818,8,Buenos Aires,Satellite,Gold,Solar,No,Lighbulb,A010,A010
141,Unibot #141,59,82.89407635697714,8,Paris,Mustang Engine,Silver,Solar,No,Lighbulb,A003,A003
770,Unibot #770,60,82.87119558005752,8,Babylon,Drying machine,Silver,Geothermal,No,Rocket,A001,A001
575,Unibot #575,61,82.81400532946763,8,Yucatan,Satellite,Silver,Solar,No,Fancy Chappie,A001,A001
835,Unibot #835,62,82.73705825912418,8,Miami,Mustang Engine,Silver,Biodiesel,No,Googles,A003,A003
743,Unibot #743,63,82.70731374286483,8,Carthage,Armor 01,Silver,Hydraulic,No,Chappie,A001,A001
566,Unibot #566,64,82.56462531416521,8,Sahara,Drying machine,Silver,Wind,No,Fancy Chappie,A001,A001
234,Unibot #234,65,82.43647887117903,8,Hong Kong,Suit,Silver,Biodiesel,No,Bee,A003,A003
63,Unibot #63,66,82.39041967798151,8,Buenos Aires,Armor 04,Gold,Hydraulic,No,Googles,A008,A008
139,Unibot #139,67,82.33332106887215,8,Buenos Aires,Armor 01,Silver,Hydraulic,No,Broken Screen,A001,A001
509,Unibot #509,68,82.26110651227309,8,Caracas,Mustang Engine,Silver,Biodiesel,No,Lighbulb,A003,A003
459,Unibot #459,69,82.21859961439051,8,Sahara,Car Jack,Silver,Wind,No,Electric Rocket,A001,A001
132,Unibot #132,70,82.2155953070826,8,Sahara,Suit,Silver,Biodiesel,No,Brain Capsule,A003,A003
700,Unibot #700,71,82.1852719539129,8,Buenos Aires,Mustang Engine,Silver,Solar,No,IG-11,A007,A007
527,Unibot #527,72,82.17954253283405,8,Sahara,Mustang Engine,Silver,Biodiesel,No,Rocket,A001,A001
90,Unibot #90,73,82.17015968847402,8,Miami,Drying machine,Silver,Geothermal,No,Googles,A003,A003
522,Unibot #522,74,82.14002153414418,8,Babylon,Candy Machine,Silver,Geothermal,No,Screen,A001,A001
203,Unibot #203,75,82.04150791174868,8,Delphi,Synthetic Heart,Silver,Solar,No,Chappie,A007,A007
798,Unibot #798,76,81.86520949962777,8,Yucatan,Synthetic Heart,Gold,Hydraulic,No,Googles,A002,A002
489,Unibot #489,77,81.80187699057171,8,Hong Kong,Satellite,Silver,Biodiesel,No,Broken Screen,A003,A003
947,Unibot #947,78,81.74978127172197,8,Athens,Drying machine,Silver,Solar,No,Brain Capsule,A003,A003
739,Unibot #739,79,81.66197051656341,8,Babylon,Candy Machine,Silver,Solar,No,Googles,A003,A003
1016,Unibot #1016,80,81.61993578151534,8,Miami,Armor 01,Silver,Geothermal,No,Broken Screen,A003,A003
296,Unibot #296,81,81.48249391505222,8,Buenos Aires,Satellite,Silver,Geothermal,No,Brain Capsule,A001,A001
995,Unibot #995,82,81.40696946399089,8,New York City,Mustang Engine,Silver,Hydraulic,No,Drone,A001,A001
175,Unibot #175,83,81.39589275217472,8,Miami,Suit,Silver,Geothermal,No,Googles,A003,A003
56,Unibot #56,84,81.36643959853713,8,Yucatan,Armor 02,Silver,Solar,No,Open Helmet,A007,A007
735,Unibot #735,85,81.29317706502634,8,Athens,Satellite,Gold,Solar,No,Electric Rocket,A002,A002
134,Unibot #134,86,81.23945270068032,8,Miami,Satellite,Silver,Hydraulic,No,Broken Screen,A003,A003
789,Unibot #789,87,81.22668011121517,8,Sahara,Candy Machine,Silver,Biodiesel,No,Brain Capsule,A003,A003
824,Unibot #824,88,81.00113574736336,8,Buenos Aires,Synthetic Heart,Silver,Hydraulic,No,Rocket,A007,A007
795,Unibot #795,89,80.93848776284038,8,Yucatan,Car Jack,Silver,Geothermal,No,Bee,A007,A007
348,Unibot #348,90,80.92019833979587,8,Carthage,Armor 02,Silver,Solar,No,Open Helmet,A003,A003
551,Unibot #551,91,80.79825652582701,8,Sahara,Satellite,Silver,Geothermal,No,Open Helmet,A007,A007
588,Unibot #588,92,80.77581439258982,8,New York City,Candy Machine,Silver,Solar,No,Chappie,A002,A002
865,Unibot #865,93,80.77423717446918,8,Paris,Armor 01,Silver,Biodiesel,No,Open Helmet,A001,A001
801,Unibot #801,94,80.73684769095574,8,Babylon,Suit,Silver,Wind,No,Drone,A007,A007
834,Unibot #834,95,80.73471572883837,8,Miami,Candy Machine,Silver,Wind,No,Screen,A001,A001
716,Unibot #716,96,80.73398847922925,8,Delphi,Armor 04,Silver,Solar,No,Rocket,A003,A003
616,Unibot #616,97,80.72579723729642,8,New Mexico,Satellite,Gold,Solar,No,IG-11,A002,A002
228,Unibot #228,98,80.68979601244244,8,Hong Kong,Mustang Engine,Silver,Geothermal,No,Rocket,A001,A001
189,Unibot #189,99,80.68264984066714,8,Sahara,Candy Machine,Silver,Geothermal,No,Chappie,A004,A004
766,Unibot #766,100,80.67418352326892,8,Babylon,Synthetic Heart,Gold,Solar,No,IG-11,A002,A002
374,Unibot #374,101,80.62961192501885,8,Athens,Satellite,Gold,Solar,No,IG-11,A008,A008
400,Unibot #400,102,80.62077348384213,8,Yucatan,Car Jack,Silver,Solar,No,IG-11,A007,A007
93,Unibot #93,103,80.55822489612103,8,Babylon,Drying machine,Silver,Geothermal,No,Chappie,A005,A005
131,Unibot #131,104,80.5526928113645,8,Miami,Suit,Silver,Biodiesel,No,Queen Bee,A001,A001
721,Unibot #721,105,80.46028214376767,8,Buenos Aires,Armor 02,Gold,Hydraulic,No,IG-11,A006,A006
600,Unibot #600,106,80.44781851181187,8,New Mexico,Armor 01,Silver,Wind,No,Fish Tank,A007,A007
253,Unibot #253,107,80.38569349646824,8,Edo,Armor 02,Silver,Hydraulic,No,Fish Tank,A003,A003
1009,Unibot #1009,108,80.36406582444965,8,Buenos Aires,Drying machine,Silver,Geothermal,No,Bee,A009,A009
344,Unibot #344,109,80.33151148918404,8,Yucatan,Armor 01,Gold,Solar,No,Lighbulb,A005,A005
692,Unibot #692,110,80.32277695377998,8,Yucatan,Armor 01,Gold,Solar,No,Jaw,A008,A008
927,Unibot #927,111,80.27269329850637,8,New York City,Mustang Engine,Silver,Solar,No,Jaw,A003,A003
466,Unibot #466,112,80.264256948365,8,Florence,Suit,Silver,Wind,No,Chappie,A008,A008
465,Unibot #465,113,80.19731330355953,8,Buenos Aires,Suit,Silver,Solar,No,Bee,A007,A007
648,Unibot #648,114,80.19198442212321,8,Caracas,Suit,Silver,Biodiesel,No,IG-11,A003,A003
105,Unibot #105,115,80.13199958158113,8,Athens,Drying machine,Silver,Solar,No,Jaw,A003,A003
297,Unibot #297,116,80.0672799175207,8,New York City,Synthetic Heart,Silver,Solar,No,Chappie,A008,A008
627,Unibot #627,117,79.98557636468317,8,Yucatan,Armor 01,Gold,Hydraulic,No,Bee,A010,A010
58,Unibot #58,118,79.96303700756313,8,Yucatan,Armor 01,Gold,Solar,No,Helmet,A002,A002
941,Unibot #941,119,79.9581617031265,8,Delphi,Mustang Engine,Silver,Wind,No,Open Helmet,A008,A008
445,Unibot #445,120,79.93737834534065,8,Delphi,Satellite,Silver,Solar,No,Fish Tank,A001,A001
531,Unibot #531,121,79.88976256459934,8,New York City,Synthetic Heart,Silver,Geothermal,No,Brain Capsule,A003,A003
423,Unibot #423,122,79.88606298367219,8,Babylon,Car Jack,Silver,Solar,No,Fish Tank,A009,A009
473,Unibot #473,123,79.88185866912526,8,Caracas,Candy Machine,Silver,Hydraulic,No,Rocket,A003,A003
224,Unibot #224,124,79.85206969159927,8,New Mexico,Armor 04,Silver,Solar,No,Bee,A003,A003
122,Unibot #122,125,79.78158063481403,8,Florence,Mustang Engine,Silver,Wind,No,Chappie,A004,A004
306,Unibot #306,126,79.7683860540476,8,Hong Kong,Satellite,Silver,Biodiesel,No,Screen,A001,A001
166,Unibot #166,127,79.75167436768683,8,Buenos Aires,Armor 02,Gold,Solar,No,Electric Rocket,A005,A005
468,Unibot #468,128,79.71822762929243,8,Granada,Drying machine,Silver,Wind,No,Bee,A001,A001
676,Unibot #676,129,79.69325757521939,8,Paris,Armor 02,Silver,Wind,No,Chappie,A009,A009
711,Unibot #711,130,79.68689341612207,8,New Mexico,Armor 04,Gold,Solar,No,Electric Rocket,A008,A008
851,Unibot #851,131,79.60887517545474,8,Buenos Aires,Armor 01,Silver,Geothermal,No,Fancy Chappie,A008,A008
449,Unibot #449,132,79.57150318405886,8,Granada,Drying machine,Silver,Biodiesel,No,Screen,A007,A007
590,Unibot #590,133,79.43992613979526,8,Miami,Car Jack,Silver,Biodiesel,No,IG-11,A001,A001
120,Unibot #120,134,79.42794743639706,8,Paris,Drying machine,Silver,Wind,No,Lighbulb,A001,A001
635,Unibot #635,135,79.42708375246944,8,Babylon,Drying machine,Silver,Wind,No,Screen,A008,A008
537,Unibot #537,136,79.37602434763241,8,Yucatan,Suit,Silver,Geothermal,No,Rocket,A008,A008
355,Unibot #355,137,79.36839791621937,8,Buenos Aires,Synthetic Heart,Silver,Solar,No,Brain Capsule,A001,A001
703,Unibot #703,138,79.31354991805038,8,Sahara,Candy Machine,Silver,Geothermal,No,Helmet,A003,A003
219,Unibot #219,139,79.30942384065146,8,Buenos Aires,Armor 04,Silver,Hydraulic,No,Fish Tank,A008,A008
625,Unibot #625,140,79.24244744032539,8,Paris,Drying machine,Silver,Biodiesel,No,Rocket,A001,A001
429,Unibot #429,141,79.2371126672256,8,New Mexico,Synthetic Heart,Silver,Geothermal,No,Rocket,A001,A001
943,Unibot #943,142,79.1806698410279,8,Florence,Suit,Silver,Hydraulic,No,Broken Screen,A003,A003
462,Unibot #462,143,79.17117358024431,8,Babylon,Candy Machine,Silver,Geothermal,No,Open Helmet,A008,A008
319,Unibot #319,144,79.16975268877071,8,Buenos Aires,Armor 04,Gold,Solar,No,Bee,A010,A010
666,Unibot #666,145,79.15410688989846,8,Granada,Mustang Engine,Silver,Wind,No,Lighbulb,A007,A007
1010,Unibot #1010,146,79.12309091574548,8,New Mexico,Car Jack,Silver,Solar,No,Queen Bee,A007,A007
805,Unibot #805,147,79.07158555956828,8,New York City,Car Jack,Silver,Solar,No,Chappie,A010,A010
738,Unibot #738,148,78.93180537290328,8,Hong Kong,Car Jack,Silver,Geothermal,No,Screen,A007,A007
883,Unibot #883,149,78.90359161661863,8,Granada,Armor 04,Silver,Wind,No,Queen Bee,A001,A001
406,Unibot #406,150,78.8979335891049,8,New York City,Armor 04,Gold,Solar,No,Lighbulb,A002,A002
113,Unibot #113,151,78.86765199295749,8,Granada,Synthetic Heart,Silver,Wind,No,Fish Tank,A007,A007
499,Unibot #499,152,78.84411685908167,8,Florence,Mustang Engine,Silver,Geothermal,No,Open Helmet,A007,A007
847,Unibot #847,153,78.73677730534956,8,Athens,Satellite,Silver,Hydraulic,No,Helmet,A003,A003
722,Unibot #722,154,78.71665637439716,8,Babylon,Synthetic Heart,Silver,Solar,No,Jaw,A003,A003
92,Unibot #92,155,78.71485532975274,8,Delphi,Drying machine,Silver,Biodiesel,No,Open Helmet,A008,A008
116,Unibot #116,156,78.66319311657698,8,Sahara,Suit,Silver,Biodiesel,No,Chappie,A005,A005
979,Unibot #979,157,78.56517893545546,8,Hong Kong,Synthetic Heart,Silver,Hydraulic,No,Googles,A003,A003
66,Unibot #66,158,78.54853612963217,8,Yucatan,Synthetic Heart,Silver,Hydraulic,No,Queen Bee,A009,A009
475,Unibot #475,159,78.52611555759204,8,Delphi,Suit,Silver,Wind,No,Fish Tank,A009,A009
209,Unibot #209,160,78.51792569071557,8,New Mexico,Satellite,Silver,Solar,No,Lighbulb,A001,A001
4,Unibot #4,161,78.51563259169575,8,Hong Kong,Car Jack,Silver,Biodiesel,No,Fish Tank,A009,A009
607,Unibot #607,162,78.49012027270567,8,Sahara,Armor 01,Silver,Geothermal,No,Chappie,A006,A006
780,Unibot #780,163,78.48738454973059,8,Florence,Synthetic Heart,Silver,Geothermal,No,Chappie,A009,A009
207,Unibot #207,164,78.47575523457466,8,Hong Kong,Armor 04,Silver,Wind,No,Screen,A001,A001
266,Unibot #266,165,78.4012412683928,8,Miami,Armor 04,Silver,Geothermal,No,Googles,A003,A003
441,Unibot #441,166,78.37570087962207,8,Sahara,Candy Machine,Silver,Biodiesel,No,Screen,A007,A007
495,Unibot #495,167,78.37137465184352,8,Granada,Armor 02,Silver,Wind,No,Drone,A001,A001
591,Unibot #591,168,78.32042102695965,8,Hong Kong,Mustang Engine,Silver,Wind,No,Screen,A009,A009
327,Unibot #327,169,78.30267043503737,8,Granada,Armor 02,Silver,Solar,No,Chappie,A002,A002
775,Unibot #775,170,78.29264741288819,8,Carthage,Armor 04,Silver,Solar,No,Queen Bee,A003,A003
749,Unibot #749,171,78.13472165347919,8,Athens,Suit,Silver,Hydraulic,No,Broken Screen,A001,A001
232,Unibot #232,172,78.1335485817208,8,Florence,Mustang Engine,Silver,Solar,No,Brain Capsule,A003,A003
73,Unibot #73,173,78.12270605890545,8,Yucatan,Armor 02,Gold,Solar,No,Jaw,A002,A002
882,Unibot #882,174,78.09591610737859,8,Edo,Drying machine,Silver,Hydraulic,No,Screen,A001,A001
650,Unibot #650,175,77.98324456723792,8,New Mexico,Armor 01,Silver,Geothermal,No,Queen Bee,A007,A007
655,Unibot #655,176,77.90017229770254,8,Caracas,Armor 02,Silver,Hydraulic,No,Chappie,A007,A007
914,Unibot #914,177,77.87703171442313,8,New Mexico,Synthetic Heart,Silver,Wind,No,Drone,A007,A007
762,Unibot #762,178,77.86775544014586,8,Delphi,Drying machine,Silver,Hydraulic,No,Queen Bee,A007,A007
549,Unibot #549,179,77.74219620717382,8,Babylon,Armor 04,Silver,Wind,No,Drone,A007,A007
902,Unibot #902,180,77.73146676188509,8,New York City,Mustang Engine,Silver,Geothermal,No,Drone,A009,A009
328,Unibot #328,181,77.7118029363537,8,Granada,Synthetic Heart,Silver,Wind,No,Screen,A007,A007
419,Unibot #419,182,77.70663037615464,8,Babylon,Candy Machine,Silver,Wind,No,Rocket,A009,A009
998,Unibot #998,183,77.6934355475226,8,Yucatan,Drying machine,Silver,Solar,No,Drone,A004,A004
680,Unibot #680,184,77.65527962109859,8,Athens,Armor 02,Silver,Geothermal,No,Rocket,A001,A001
59,Unibot #59,185,77.61446928278639,8,Paris,Armor 01,Silver,Biodiesel,No,Drone,A001,A001
205,Unibot #205,186,77.61056490587039,8,Miami,Car Jack,Silver,Wind,No,IG-11,A007,A007
945,Unibot #945,187,77.59778210278606,8,Caracas,Armor 01,Silver,Biodiesel,No,Fish Tank,A001,A001
229,Unibot #229,188,77.55804132758257,8,Miami,Armor 04,Silver,Biodiesel,No,Queen Bee,A001,A001
891,Unibot #891,189,77.52665987602568,8,Babylon,Car Jack,Silver,Geothermal,No,Helmet,A001,A001
375,Unibot #375,190,77.49673840154404,8,Buenos Aires,Mustang Engine,Silver,Geothermal,No,Drone,A005,A005
32,Unibot #32,191,77.4741689547167,8,Granada,Mustang Engine,Silver,Biodiesel,No,IG-11,A007,A007
153,Unibot #153,192,77.46378548999881,8,Edo,Suit,Silver,Wind,No,Fish Tank,A007,A007
785,Unibot #785,193,77.45864068253096,8,New Mexico,Suit,Silver,Geothermal,No,Queen Bee,A009,A009
25,Unibot #25,194,77.42738588580917,8,Athens,Satellite,Gold,Hydraulic,No,Googles,A004,A004
40,Unibot #40,195,77.406813336846,8,Hong Kong,Armor 02,Gold,Hydraulic,No,IG-11,A008,A008
24,Unibot #24,196,77.33305124429684,8,Buenos Aires,Armor 01,Gold,Hydraulic,No,Jaw,A005,A005
1005,Unibot #1005,197,77.31070318216275,8,Babylon,Armor 04,Gold,Solar,No,Bee,A004,A004
937,Unibot #937,198,77.29078957713821,8,Edo,Suit,Silver,Wind,No,Lighbulb,A001,A001
975,Unibot #975,199,77.21595417404946,8,Babylon,Mustang Engine,Silver,Solar,No,Lighbulb,A009,A009
347,Unibot #347,200,77.20798720189052,8,Granada,Satellite,Silver,Biodiesel,No,Chappie,A005,A005
750,Unibot #750,201,77.19422307382659,8,New York City,Synthetic Heart,Gold,Hydraulic,No,Brain Capsule,A002,A002
413,Unibot #413,202,77.1736823907584,8,Miami,Car Jack,Silver,Geothermal,No,Open Helmet,A004,A004
901,Unibot #901,203,77.16586382049093,8,Athens,Armor 04,Silver,Hydraulic,No,Fancy Chappie,A001,A001
55,Unibot #55,204,77.14317648319947,8,Buenos Aires,Armor 04,Silver,Solar,No,Electric Rocket,A009,A009
544,Unibot #544,205,77.11790457332884,8,Buenos Aires,Satellite,Silver,Solar,No,Fancy Chappie,A004,A004
954,Unibot #954,206,77.11252535103418,8,Miami,Drying machine,Silver,Wind,No,Fancy Chappie,A009,A009
356,Unibot #356,207,77.10091512458699,8,Paris,Candy Machine,Silver,Biodiesel,No,Jaw,A003,A003
